App > Industry/Discipline > Module,Simulation Name,Duration (Min),Learning Objective,Standards Body > Category,Standards
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead Branch Conduit 3,20,Trainee will select and wear correct PPE.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead Branch Conduit 3,20,"Trainee will demonstrate how to calculate, bend, and install EMT conduit that includes overhead supports, couplings, and type-C conduit bodies, per specifications.",OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead Branch Conduit 3,20,Trainee will cut and connect an offset to complete a branch run.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead Branch Conduit 3,20,Trainee will calculate measurements for bending an offset.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 1,20,Trainee will select and wear correct PPE.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 1,20,Trainee will confirm that the installation will not trigger punch list items.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 1,20,"Trainee will demonstrate how to install an overhead MC, with a focus on installing the MC.",OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 1,20,Trainee will identify which circuits stay in a box and which continue on.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 1,20,Trainee will install MC into an overhead box.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 1,20,Trainee will confirm correct layout for an overhead MC install based on a work assignment print-out.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 1,20,Trainee will prepare MC for installation in an overhead box.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 2,24,Trainee will select and wear correct PPE.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 2,24,"Trainee will demonstrate how to install and support an overhead MC, with a focus on supporting the MC.",OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 2,24,Trainee will support overhead MC 12 inches above each junction box and every 6 feet between two boxes.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 2,24,Trainee will support overhead MC 12 inches above each junction box and every 6 feet between three boxes with different distances between boxes.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 3,21,Trainee will select and wear correct PPE.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 3,21,Trainee will demonstrate how to install an overhead MC when there is insufficient room to support the MC above the box.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 3,21,Trainee will support MC that has been installed in the side of a box.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 3,21,Trainee will install MC into the side of a box when appropriate.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 3,21,Trainee will confirm that the installation will not trigger a punch list.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Overhead MC Install 3,21,Trainee will prep MC for installation when there is insufficient room to support the MC above the box.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Install 1,32,Trainee will select and wear correct PPE.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Install 1,32,Trainee will demonstrate how to install single conduit that must be trimmed to meet elevation requirements and connect to an HR box present.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Install 1,32,Trainee will install bracket box and set up conduit install.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Install 1,32,Trainee will connect conduit to an overhead box.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Install 1,32,Trainee will measure and install single conduit to connect to an HR box.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Install 2,35,Trainee will select and wear correct PPE.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Install 2,35,Trainee will demonstrate how to install a single conduit that must have a 90-degree stub bent to fit a predetermined elevation and that may have an HR box present.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Install 2,35,Trainee will install a bracket box and set up conduit install with a 90-degree stub bent to fit a predetermined elevation.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Install 2,35,Trainee will measure and install conduit that must have a 90-degree stub bent to fit a predetermined elevation.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Install 3,34,Trainee will select and wear correct PPE.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Install 3,34,Trainee will demonstrate how to install a single conduit that must be extended in length to meet the predetermined elevation.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Install 3,34,Trainee will install bracket box and set up a single conduit install that must be extended in length to meet the predetermined elevation.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Install 3,34,Trainee will measure and install conduit that must be extended in length to meet the predetermined elevation.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Install 4,32,Trainee will select and wear correct PPE.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Install 4,32,Trainee will demonstrate how to determine elevation and alter a prefab conduit with 90-degree stubs to proper elevation when an OH box is present.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Install 4,32,Trainee will connect to overhead box with 90-degree stubs to proper elevation.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Install 4,32,Trainee will install bracket box and set up conduit install with 90-degree stubs to proper elevation when an OH box is present.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Install 4,32,Trainee will measure and install conduit with 90-degree stubs to proper elevation when an OH box is present.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Prefab Assembly,17,Trainee will select and wear correct PPE.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Prefab Assembly,17,Trainee will demonstrate how to build a single conduit box bracket prefab device.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Prefab Assembly,17,Trainee will install a connector into a junction box.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Prefab Assembly,17,Trainee will install a junction box onto a bracket and mud ring.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single Conduit Prefab Assembly,17,Trainee will mount an assembled device to wall studs.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 1,20,Trainee will select and wear correct PPE.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 1,20,Trainee will demonstrate how to complete a single MC installation without an HR box present.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 1,20,Trainee will support MC vertically.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
VTF-EC  >  Electrical Construction  >  Electrical Construction,Single MC 1,20,Trainee will complete an installation when no HR box is present.,OSHA > OSHA-10: General > Subpart P: Hand & Portable Powered Tools,GS.1910.242 > Hand Tools must be in a safe condition.
